X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Z8,rangeX0,rangeX1,rangeY0,rangeY1,timestep,Label,Sub 2
0.0377962589263916,0.04794955253601074,0.0615200400352478,0.07300993800163269,-0.009151279926300049,-0.037708401679992676,-0.05403101444244385,-0.06904837489128113,-0.020372480154037476,-0.05285634100437164,-0.0680585503578186,-0.08275455236434937,-0.030424684286117554,-0.057856485247612,-0.07427433133125305,-0.09005627036094666,-0.037085697054862976,-0.05607852339744568,-0.0693359225988388,-0.08242878317832947,-0.06665509939193726,-0.13190042972564697,-0.1736672818660736,-0.20892038941383362,-0.18797144293785095,-0.2412227988243103,-0.27373766899108887,-0.3029969781637192,-0.1830940544605255,-0.24002206325531006,-0.27605104446411133,-0.30648425221443176,-0.17411217093467712,-0.23298746347427368,-0.2712514102458954,-0.3023460656404495,-0.16054865717887878,-0.21455368399620056,-0.2517871856689453,-0.2846967428922653,0.5285429358482361,0.0,0.0,0.0,0.0,0,paham,65
0.03747820854187012,0.04665306210517883,0.060360997915267944,0.07225346565246582,-0.010019376873970032,-0.037162601947784424,-0.052783966064453125,-0.06771069765090942,-0.020986422896385193,-0.05215805768966675,-0.06728595495223999,-0.08201572299003601,-0.03094390034675598,-0.05768658220767975,-0.07453572750091553,-0.09077316522598267,-0.037434279918670654,-0.05539493262767792,-0.06853365898132324,-0.08169537782669067,-0.0686517059803009,-0.13266927003860474,-0.17436453700065613,-0.20990091562271118,-0.1892387568950653,-0.2432447075843811,-0.27540451288223267,-0.30472175776958466,-0.18496254086494446,-0.24362072348594666,-0.27971529960632324,-0.30970457196235657,-0.17644745111465454,-0.2368745505809784,-0.2751331925392151,-0.3052528351545334,-0.16278007626533508,-0.21592167019844055,-0.2517908811569214,-0.28304776549339294,0.5326590538024902,-0.06446093320846558,-0.02957284450531006,0.2848803997039795,0.17808377742767334,1,paham,65
0.03695875406265259,0.04686391353607178,0.06035614013671875,0.07247254252433777,-0.009010076522827148,-0.03506135940551758,-0.04974578320980072,-0.0634426474571228,-0.020026355981826782,-0.049902886152267456,-0.06420378386974335,-0.07820343971252441,-0.029987677931785583,-0.054933249950408936,-0.07001200318336487,-0.0846092700958252,-0.036391302943229675,-0.05326057970523834,-0.06488236784934998,-0.07643406093120575,-0.06581103801727295,-0.1316009759902954,-0.17432251572608948,-0.2105931043624878,-0.1858983039855957,-0.24097108840942383,-0.275267630815506,-0.305721178650856,-0.1823195517063141,-0.24122685194015503,-0.27824944257736206,-0.3104870766401291,-0.17474296689033508,-0.23596695065498352,-0.27546295523643494,-0.3078199625015259,-0.1632264256477356,-0.21779865026474,-0.2552753984928131,-0.28835542500019073,0.5336086750030518,0.39656907320022583,0.3912612795829773,0.4290074110031128,0.26541054248809814,2,paham,65
0.03996601700782776,0.05032491683959961,0.0643828809261322,0.07421481609344482,-0.008069425821304321,-0.02676774561405182,-0.038062334060668945,-0.05055077373981476,-0.01636730134487152,-0.036753952503204346,-0.04843159019947052,-0.06021672487258911,-0.02250880002975464,-0.03674080967903137,-0.047264426946640015,-0.05902335047721863,-0.024029821157455444,-0.03333859145641327,-0.03960946202278137,-0.04678866267204285,-0.06855538487434387,-0.13135647773742676,-0.17206904292106628,-0.20849257707595825,-0.1746678650379181,-0.23688718676567078,-0.27484214305877686,-0.3071277588605881,-0.16800659894943237,-0.23445990681648254,-0.2763017416000366,-0.31323613226413727,-0.15946364402770996,-0.22575396299362183,-0.26753607392311096,-0.3028128147125244,-0.14955642819404602,-0.20442068576812744,-0.24011874198913574,-0.27188369631767273,0.5301037430763245,0.41740238666534424,1.071225106716156,0.7725507020950317,1.1774390935897827,3,paham,65
0.03967195749282837,0.051014602184295654,0.06347352266311646,0.07432442903518677,-0.007839828729629517,-0.014287859201431274,-0.018486768007278442,-0.025928199291229248,-0.017906755208969116,-0.025515377521514893,-0.029816001653671265,-0.035710409283638,-0.024130746722221375,-0.02710796892642975,-0.028968334197998047,-0.03289182484149933,-0.023757874965667725,-0.023991599678993225,-0.02259880304336548,-0.02313859760761261,-0.060986071825027466,-0.1257869005203247,-0.16799694299697876,-0.20567190647125244,-0.15845194458961487,-0.21880152821540833,-0.26113730669021606,-0.29716765880584717,-0.1521953046321869,-0.22017472982406616,-0.2685210108757019,-0.3116117864847183,-0.1428641378879547,-0.21248865127563477,-0.25851213932037354,-0.2980199158191681,-0.13107216358184814,-0.1876739263534546,-0.22802847623825073,-0.26185211539268494,0.5191548466682434,0.9110480546951294,0.7258936762809753,0.5267024040222168,0.5650609731674194,4,paham,65
0.041775792837142944,0.052034080028533936,0.06373637914657593,0.07450807094573975,-0.015376776456832886,-0.0073709189891815186,-0.0025491714477539062,-0.0020245909690856934,-0.02437952160835266,-0.013417452573776245,-0.007489442825317383,-0.00592455267906189,-0.024804413318634033,-0.012103617191314697,-0.005275815725326538,-0.003395676612854004,-0.01575508713722229,-0.006284147500991821,0.0015726685523986816,0.006897479295730591,-0.06081956624984741,-0.12296631932258606,-0.1661357581615448,-0.20351636409759521,-0.15058326721191406,-0.21193856000900269,-0.2550750970840454,-0.2930174171924591,-0.14562839269638062,-0.21349236369132996,-0.2622593641281128,-0.3074728399515152,-0.13610202074050903,-0.20517396926879883,-0.251191109418869,-0.2936133146286011,-0.12374725937843323,-0.18237969279289246,-0.22496193647384644,-0.26197004318237305,0.5124802589416504,0.03373920917510986,0.7200673222541809,0.11940896511077881,0.008752942085266113,5,paham,65
0.04126560688018799,0.052023351192474365,0.06391242146492004,0.07460713386535645,-0.01469394564628601,0.0011714696884155273,0.011531978845596313,0.016002506017684937,-0.02379569411277771,-0.00444638729095459,0.006818801164627075,0.012741059064865112,-0.024315297603607178,-0.004550814628601074,0.00728762149810791,0.012662887573242188,-0.01542636752128601,0.0011425018310546875,0.01180189847946167,0.01829466223716736,-0.05748641490936279,-0.11870419979095459,-0.16175347566604614,-0.2006365954875946,-0.14804747700691223,-0.21005287766456604,-0.2508498430252075,-0.28593865036964417,-0.14394909143447876,-0.21348485350608826,-0.2603035569190979,-0.3020860105752945,-0.1369372010231018,-0.20875683426856995,-0.2541658282279968,-0.29406383633613586,-0.12822315096855164,-0.1862955391407013,-0.2259334921836853,-0.26080311834812164,0.5088852047920227,1.0942339897155762,1.0748624801635742,-0.10592639446258545,-0.4430234432220459,6,paham,65
0.04222220182418823,0.05173572897911072,0.06220698356628418,0.07215207815170288,-0.013177931308746338,0.005529940128326416,0.01854497194290161,0.025963246822357178,-0.02384987473487854,0.00019976496696472168,0.014594614505767822,0.02364480495452881,-0.025007694959640503,0.00012546777725219727,0.016809582710266113,0.026532351970672607,-0.015974491834640503,0.006741762161254883,0.021278053522109985,0.030902951955795288,-0.05221593379974365,-0.11162185668945312,-0.1537073850631714,-0.19115960597991943,-0.14377078413963318,-0.20207369327545166,-0.24128025770187378,-0.27556176483631134,-0.13950073719024658,-0.20602533221244812,-0.250252902507782,-0.29054780304431915,-0.13248759508132935,-0.19813981652259827,-0.2394384741783142,-0.2758127599954605,-0.12407299876213074,-0.1750534474849701,-0.21020320057868958,-0.24226686358451843,0.5017905831336975,1.7441391944885254,1.5232980251312256,-0.28179287910461426,-0.26450157165527344,7,paham,65
0.04220014810562134,0.04982030391693115,0.05865788459777832,0.06946507096290588,-0.015401661396026611,0.004506558179855347,0.020067542791366577,0.031066477298736572,-0.025178074836730957,0.0015996992588043213,0.019104093313217163,0.032194942235946655,-0.025208115577697754,0.0037244558334350586,0.0228022038936615,0.0356331467628479,-0.01585286855697632,0.008018255233764648,0.023233354091644287,0.03413853049278259,-0.05324089527130127,-0.11419111490249634,-0.1564369797706604,-0.19468140602111816,-0.14553788304328918,-0.2010498046875,-0.23991605639457703,-0.27227945625782013,-0.141790509223938,-0.20745527744293213,-0.2487187385559082,-0.28350965678691864,-0.134211927652359,-0.1997009515762329,-0.23877757787704468,-0.2703312337398529,-0.12429586052894592,-0.17607945203781128,-0.21083730459213257,-0.2405390441417694,0.5011470317840576,1.3147920370101929,1.5171229839324951,-0.24106502532958984,-0.23678839206695557,8,paham,65
0.04295659065246582,0.05106520652770996,0.059921860694885254,0.07125338912010193,-0.015176445245742798,0.010119050741195679,0.028858691453933716,0.04264691472053528,-0.024272024631500244,0.008036375045776367,0.02822422981262207,0.043477654457092285,-0.0227949321269989,0.012271225452423096,0.033427685499191284,0.04748654365539551,-0.011796414852142334,0.0157487690448761,0.03336971998214722,0.04626396298408508,-0.05181628465652466,-0.11100342869758606,-0.1529144048690796,-0.18944835662841797,-0.14233097434043884,-0.19797393679618835,-0.23379504680633545,-0.26352812349796295,-0.1380581557750702,-0.20472484827041626,-0.2439703345298767,-0.27647875249385834,-0.12992390990257263,-0.19564852118492126,-0.23198023438453674,-0.2615828812122345,-0.12033095955848694,-0.1737520694732666,-0.20603540539741516,-0.2329295575618744,0.5009520053863525,1.0527878999710083,1.2715846300125122,0.30118823051452637,0.4092991352081299,9,paham,65
