X0,X1,X3,X4,X5,X7,X9,X11,X12,X14,X15,X17,X19,Y0,Y1,Y3,Y4,Y11,Y12,Label
0.27004754543304443,0.32999229431152344,0.4259835481643677,0.4666404128074646,0.3611319065093994,0.4318543076515198,0.34542322158813477,0.4266197085380554,0.4594477117061615,0.36457115411758423,0.4074251055717468,0.3101658225059509,0.375050812959671,0.558219313621521,0.5472248792648315,0.5189365744590759,0.5110007524490356,0.31821298599243164,0.34547916054725647,c
0.26740583777427673,0.33129453659057617,0.4242033362388611,0.4631672501564026,0.3462512791156769,0.4249400198459625,0.3340868651866913,0.4269258975982666,0.460344135761261,0.3708428740501404,0.41907352209091187,0.319338858127594,0.393969863653183,0.5642430186271667,0.548353374004364,0.5137988328933716,0.5043038725852966,0.31559646129608154,0.34318554401397705,c
0.2667953073978424,0.33140572905540466,0.42215052247047424,0.4610755145549774,0.34466567635536194,0.42372849583625793,0.3325090706348419,0.42711758613586426,0.4597069323062897,0.37086114287376404,0.4187506437301636,0.3183988034725189,0.39351263642311096,0.5546479225158691,0.5384742617607117,0.5046496987342834,0.4950352907180786,0.3103102445602417,0.33852237462997437,c
0.26539507508277893,0.32944878935813904,0.42066067457199097,0.45847323536872864,0.34328410029411316,0.4241778552532196,0.3318355977535248,0.42809006571769714,0.458806574344635,0.37144413590431213,0.4189183712005615,0.31870037317276,0.3958684504032135,0.5546867847442627,0.5421391129493713,0.50996994972229,0.500315248966217,0.31761932373046875,0.35014206171035767,c
0.26083678007125854,0.32498273253440857,0.420194149017334,0.4580416977405548,0.34414124488830566,0.42440515756607056,0.333445280790329,0.4279516339302063,0.45826876163482666,0.3693788945674896,0.4168735146522522,0.31818440556526184,0.3915969431400299,0.5613743662834167,0.5471912622451782,0.5194211602210999,0.5096211433410645,0.32688942551612854,0.3592354953289032,c
0.26221001148223877,0.3255358040332794,0.4167500138282776,0.45623090863227844,0.3494289517402649,0.42643430829048157,0.33653149008750916,0.42774462699890137,0.4575633704662323,0.37184369564056396,0.41716623306274414,0.3170263469219208,0.39034125208854675,0.5612543225288391,0.5517624616622925,0.5279367566108704,0.5214715600013733,0.3338567316532135,0.3651084005832672,c
0.262508749961853,0.32618242502212524,0.4162253737449646,0.455239862203598,0.3490249216556549,0.42804816365242004,0.3367014229297638,0.43205633759498596,0.46096670627593994,0.37476715445518494,0.42079976201057434,0.31748080253601074,0.39371225237846375,0.5615347027778625,0.5533766746520996,0.5330966711044312,0.528852105140686,0.34504270553588867,0.3783789873123169,c
0.2603617012500763,0.3216826319694519,0.4167870283126831,0.45525768399238586,0.345755398273468,0.43133804202079773,0.3333406448364258,0.4381566643714905,0.46455851197242737,0.37983042001724243,0.42757871747016907,0.3191027045249939,0.40205472707748413,0.5616326332092285,0.5551814436912537,0.5386518836021423,0.5349987149238586,0.3515629172325134,0.38836079835891724,c
0.25959911942481995,0.32169678807258606,0.41736122965812683,0.45630520582199097,0.34744992852211,0.43512052297592163,0.3359208405017853,0.44230887293815613,0.46706390380859375,0.3835035562515259,0.4313361942768097,0.3228471577167511,0.40627121925354004,0.555694580078125,0.5512650012969971,0.5376113057136536,0.5370378494262695,0.353532612323761,0.39339926838874817,c
0.26392078399658203,0.3281692564487457,0.4172496199607849,0.45741182565689087,0.35511818528175354,0.4306320548057556,0.3430621922016144,0.4345785975456238,0.46215683221817017,0.38059839606285095,0.4258708655834198,0.32471153140068054,0.40267378091812134,0.5559472441673279,0.5499964356422424,0.5314912796020508,0.5280263423919678,0.34136682748794556,0.3754444718360901,c
