X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,timestep,Label,sequence
0.5735936760902405,0.5381025075912476,0.5314513444900513,0.5527963638305664,0.5691481232643127,0.5849981904029846,0.6002916097640991,0.6071226596832275,0.6121190786361694,0.6153865456581116,0.6326588988304138,0.6364095211029053,0.6385864615440369,0.6395481824874878,0.6495327949523926,0.6362527012825012,0.6251099109649658,0.6570737361907959,0.6572598218917847,0.644711434841156,0.6338370442390442,0.6939634680747986,0.6323924660682678,0.5744553804397583,0.5325822234153748,0.5156123042106628,0.5320050716400146,0.47316187620162964,0.45111948251724243,0.43817752599716187,0.5435394048690796,0.4795471131801605,0.4552266597747803,0.44637250900268555,0.5693486928939819,0.5446876883506775,0.5617207288742065,0.582533061504364,0.6014299988746643,0.5885916352272034,0.599445641040802,0.6162465214729309,-1.754552982902169e-07,0.006031142547726631,0.010315229184925556,0.013381419703364372,0.017473820596933365,0.007253090851008892,0.015323295257985592,0.024226542562246323,0.030691523104906082,0.006100280210375786,0.01343816239386797,0.018556872382760048,0.021977582946419716,0.00600511534139514,0.012711810879409313,0.01365160197019577,0.014213968068361282,0.006480264011770487,0.017133088782429695,0.021816344931721687,0.02507498674094677,0,lihat,0
0.5733307003974915,0.5376673340797424,0.5301927924156189,0.5516658425331116,0.5671501159667969,0.5827212333679199,0.5984951853752136,0.6053676605224609,0.611221969127655,0.6136285662651062,0.6315263509750366,0.6362719535827637,0.6394577622413635,0.638347327709198,0.6484072804450989,0.6358935832977295,0.6258707642555237,0.6570534110069275,0.6572163105010986,0.6454160809516907,0.6358552575111389,0.6931239366531372,0.633205771446228,0.5756694078445435,0.5318460464477539,0.5109776854515076,0.5322415828704834,0.4744359254837036,0.45220625400543213,0.4384682774543762,0.5437844395637512,0.4806154668331146,0.45609021186828613,0.447320818901062,0.5697880983352661,0.5435339212417603,0.5612412095069885,0.5830217003822327,0.6018684506416321,0.5871568918228149,0.5983572006225586,0.6158689856529236,-1.5313109713588346e-07,0.005200252868235111,0.008885211311280727,0.011229394935071468,0.014482807368040085,0.008713046088814735,0.01573154143989086,0.022669291123747826,0.027671368792653084,0.007502727676182985,0.014470532536506653,0.018740445375442505,0.02143348939716816,0.006965444423258305,0.013532185927033424,0.014221284538507462,0.014502803795039654,0.006801359821110964,0.0171907227486372,0.021587179973721504,0.02455923892557621,1,lihat,0
0.5730078816413879,0.5368376970291138,0.5302603244781494,0.5522855520248413,0.5677306652069092,0.5827090740203857,0.5975950956344604,0.6039344072341919,0.6098265647888184,0.6135702133178711,0.6305035352706909,0.6347674131393433,0.6377219557762146,0.6380996704101562,0.6492218971252441,0.6366503238677979,0.6262629628181458,0.6564923524856567,0.6572888493537903,0.6457059979438782,0.6359469294548035,0.6961259841918945,0.6350674033164978,0.5781018137931824,0.5339183807373047,0.5125585198402405,0.5350147485733032,0.47702598571777344,0.4545316994190216,0.43986696004867554,0.546314537525177,0.4830419719219208,0.45750051736831665,0.4465837776660919,0.5719799399375916,0.5455963611602783,0.5630873441696167,0.583804190158844,0.6041901707649231,0.5904109477996826,0.6012876033782959,0.618100643157959,-1.665897571001551e-07,0.007980245165526867,0.013177996501326561,0.016710245981812477,0.021270714700222015,0.01186054665595293,0.020886478945612907,0.029345663264393806,0.03513364866375923,0.009659134782850742,0.01776425912976265,0.022627783939242363,0.02563215233385563,0.00846349261701107,0.016242727637290955,0.017630351707339287,0.01823226548731327,0.007868912070989609,0.01941744238138199,0.024428119882941246,0.027710607275366783,2,lihat,0
0.5730557441711426,0.5362593531608582,0.5291426181793213,0.5506748557090759,0.5662481784820557,0.5819107294082642,0.5973926782608032,0.6041098237037659,0.6098453998565674,0.6131269931793213,0.6312283873558044,0.6362200379371643,0.6394807696342468,0.6382861137390137,0.6484975814819336,0.636051595211029,0.6256451606750488,0.6569586396217346,0.6572173833847046,0.6457745432853699,0.635919451713562,0.696783185005188,0.635916531085968,0.5780282020568848,0.5366145968437195,0.5212797522544861,0.5344481468200684,0.4762587249279022,0.45325207710266113,0.4392765462398529,0.5453165769577026,0.48195508122444153,0.45615100860595703,0.4463910758495331,0.5704871416091919,0.5459046959877014,0.5635476112365723,0.5850970149040222,0.6020532846450806,0.5895779728889465,0.6004564166069031,0.6174331903457642,-1.616828768646883e-07,0.008858058601617813,0.01446264423429966,0.01804806850850582,0.02248554304242134,0.012922512367367744,0.021085120737552643,0.0287680272012949,0.034322720021009445,0.010197384282946587,0.01763259805738926,0.021978752687573433,0.0249903853982687,0.008404325693845749,0.015590150840580463,0.01639430597424507,0.017048023641109467,0.00729933800175786,0.0193144790828228,0.024551834911108017,0.028148090466856956,3,lihat,0
0.5703562498092651,0.5363175868988037,0.5291076898574829,0.5504645109176636,0.5658748745918274,0.5813486576080322,0.5964038968086243,0.6035385727882385,0.6101759672164917,0.6118631362915039,0.6288294196128845,0.6340062022209167,0.6380165815353394,0.6366326808929443,0.6484383344650269,0.6365964412689209,0.6266413331031799,0.6559264659881592,0.6586868762969971,0.6473100781440735,0.6376319527626038,0.6939334869384766,0.6349481344223022,0.5784916877746582,0.537163257598877,0.5169846415519714,0.534968912601471,0.47760796546936035,0.45454633235931396,0.4393745958805084,0.545740008354187,0.4829031229019165,0.45631274580955505,0.44478708505630493,0.5709491968154907,0.5447673797607422,0.5620245337486267,0.5828009843826294,0.6027687191963196,0.5894676446914673,0.6006972193717957,0.617560863494873,-1.5744306836040778e-07,0.007201770320534706,0.011525486595928669,0.013773058541119099,0.016684887930750847,0.01119177509099245,0.017361074686050415,0.02245301939547062,0.026041410863399506,0.008203883655369282,0.015602649189531803,0.018742112442851067,0.02018796093761921,0.005873118992894888,0.012598899193108082,0.01297914981842041,0.012766808271408081,0.003927127458155155,0.01398587878793478,0.018450096249580383,0.02144354023039341,4,lihat,0
0.5680831074714661,0.5364240407943726,0.5307038426399231,0.5520661473274231,0.5663343071937561,0.5801646709442139,0.5954989790916443,0.6032522916793823,0.6094916462898254,0.6113035678863525,0.6290088891983032,0.6340239644050598,0.6370250582695007,0.6362378001213074,0.6482676267623901,0.6371322274208069,0.6267225742340088,0.6544734239578247,0.656665563583374,0.6455649733543396,0.6358286142349243,0.6955167055130005,0.6373293995857239,0.5792128443717957,0.5362480282783508,0.5196259617805481,0.533332884311676,0.4750994145870209,0.45197686553001404,0.4363822042942047,0.544004499912262,0.47957634925842285,0.4554562568664551,0.4463564157485962,0.5699042081832886,0.5434141755104065,0.5602418780326843,0.5806562304496765,0.6020376086235046,0.5904286503791809,0.6015878915786743,0.6178962588310242,-1.469903310180598e-07,0.009699703194200993,0.015692003071308136,0.019648553803563118,0.024203982204198837,0.011774353682994843,0.01991424523293972,0.027653848752379417,0.03308362513780594,0.008189937099814415,0.01619255170226097,0.021254584193229675,0.024784065783023834,0.0057785832323133945,0.012802093289792538,0.01398682314902544,0.014760754071176052,0.004099556244909763,0.014278160408139229,0.018922237679362297,0.02228056639432907,5,lihat,0
0.569735050201416,0.5371724367141724,0.5304578542709351,0.5518212914466858,0.5661274790763855,0.5817142724990845,0.5948254466056824,0.6016732454299927,0.6077470779418945,0.6126231551170349,0.62778240442276,0.6326956748962402,0.6368032097816467,0.6372274160385132,0.6469380259513855,0.6343500018119812,0.6233164072036743,0.65605628490448,0.656432032585144,0.644670307636261,0.6352068781852722,0.6951104998588562,0.6369953751564026,0.5800593495368958,0.5407699942588806,0.5253390669822693,0.5347288846969604,0.4785935580730438,0.4544798731803894,0.436892569065094,0.5447937250137329,0.48244377970695496,0.4546161890029907,0.44121041893959045,0.5696539878845215,0.5431491136550903,0.5604810118675232,0.5815428495407104,0.6004651784896851,0.5890735983848572,0.6001741290092468,0.6171333193778992,-1.391623811741738e-07,0.0069028758443892,0.01156963873654604,0.013974543660879135,0.016685262322425842,0.012254713103175163,0.018405094742774963,0.022787917405366898,0.02572760172188282,0.00938110239803791,0.01639764942228794,0.018981589004397392,0.02031438797712326,0.007061212323606014,0.012314059771597385,0.011538845486938953,0.011139328591525555,0.005138820968568325,0.013435421511530876,0.01689204014837742,0.019540412351489067,6,lihat,0
0.5675941109657288,0.5360416769981384,0.5304961800575256,0.5528817176818848,0.5682553052902222,0.5831454992294312,0.5955740809440613,0.6013959050178528,0.6069769263267517,0.6144209504127502,0.6300650238990784,0.6344793438911438,0.6380117535591125,0.6386839151382446,0.6472170352935791,0.6336724162101746,0.6228703856468201,0.6555302143096924,0.655150294303894,0.6417962312698364,0.6321072578430176,0.7015029191970825,0.6406623721122742,0.5808796286582947,0.5380659699440002,0.5174228549003601,0.5378624200820923,0.47527608275413513,0.4498920440673828,0.43106961250305176,0.5484419465065002,0.4796443581581116,0.4486861228942871,0.43247002363204956,0.5741578936576843,0.5420863628387451,0.5583953261375427,0.5791527032852173,0.6053172945976257,0.5895271301269531,0.5988947153091431,0.6158305406570435,-1.6895599230792868e-07,0.008694782853126526,0.014775026589632034,0.01887155883014202,0.023599179461598396,0.012383692897856236,0.02035391330718994,0.027235237881541252,0.03216683492064476,0.010108140297234058,0.01792777329683304,0.022012749686837196,0.02453022077679634,0.008943836204707623,0.01612311229109764,0.01658516190946102,0.016818817704916,0.008448191918432713,0.019489580765366554,0.024395691230893135,0.027674447745084763,7,lihat,0
0.57246994972229,0.5380731225013733,0.5297834873199463,0.5527113676071167,0.5695102214813232,0.584344744682312,0.5970875024795532,0.6017584204673767,0.6061211824417114,0.6169621348381042,0.6299326419830322,0.6355123519897461,0.6404323577880859,0.6426862478256226,0.6456798315048218,0.6310520768165588,0.6209820508956909,0.6603029370307922,0.6583627462387085,0.6442633271217346,0.63471519947052,0.7104699611663818,0.6469016075134277,0.5849788784980774,0.5397971868515015,0.5176466703414917,0.5451194047927856,0.478242427110672,0.44912177324295044,0.4262005090713501,0.5543444156646729,0.4799270033836365,0.44423460960388184,0.4227607846260071,0.5794718265533447,0.5381084084510803,0.5563708543777466,0.5782526135444641,0.6085669994354248,0.5812451243400574,0.5913202166557312,0.6105743646621704,-1.9337024070864572e-07,0.008175130933523178,0.015072283335030079,0.020397167652845383,0.026570217683911324,0.013194612227380276,0.02393103390932083,0.033309053629636765,0.03992274031043053,0.01360142882913351,0.02350515127182007,0.02894647978246212,0.0319991335272789,0.01534854806959629,0.02476857416331768,0.02574845403432846,0.026309968903660774,0.017944637686014175,0.0316610187292099,0.03800543025135994,0.042140621691942215,8,lihat,0
0.5729289650917053,0.538653552532196,0.5308717489242554,0.5534476041793823,0.567721426486969,0.5845434665679932,0.5971804857254028,0.602633535861969,0.6080660223960876,0.617445170879364,0.6304006576538086,0.6352888941764832,0.6408986449241638,0.6426958441734314,0.6475098729133606,0.6339033246040344,0.6239670515060425,0.6606656312942505,0.6588780879974365,0.6455093026161194,0.6361207365989685,0.7157014012336731,0.6512637734413147,0.5876080989837646,0.5382587313652039,0.5091432332992554,0.5482664704322815,0.47504329681396484,0.442874550819397,0.41752707958221436,0.5577970147132874,0.47979360818862915,0.441677063703537,0.41814154386520386,0.5825671553611755,0.5398095846176147,0.556062638759613,0.5773927569389343,0.6108869314193726,0.5840774774551392,0.5935401320457458,0.612824559211731,-1.7894359416459338e-07,0.006855290848761797,0.012462235055863857,0.016322774812579155,0.020731106400489807,0.010549773462116718,0.01732424460351467,0.023336460813879967,0.027857210487127304,0.009944560006260872,0.015936411917209625,0.018840570002794266,0.0206239465624094,0.010446805506944656,0.015482744202017784,0.015291929244995117,0.01587454043328762,0.011707212775945663,0.021594829857349396,0.026686521247029305,0.030564716085791588,9,lihat,0
0.5778903365135193,0.5426632165908813,0.5325592160224915,0.5526114702224731,0.5711699724197388,0.5829646587371826,0.596172034740448,0.6031181216239929,0.6097348928451538,0.6165443062782288,0.6305139064788818,0.6371797919273376,0.6450895667076111,0.6434310674667358,0.6493347883224487,0.6374762058258057,0.6289364099502563,0.662437379360199,0.6593910455703735,0.6462687253952026,0.6385191679000854,0.7236289978027344,0.6601527333259583,0.5976952314376831,0.5501796007156372,0.5350330471992493,0.557121753692627,0.4811198115348816,0.44036078453063965,0.4083687961101532,0.5673190951347351,0.48389655351638794,0.43915244936943054,0.4095935523509979,0.5921730995178223,0.5436198711395264,0.5603384375572205,0.5827845931053162,0.6207249164581299,0.5888558030128479,0.5994007587432861,0.6189397573471069,-1.2120848680297058e-07,0.0032858026679605246,0.00431646965444088,0.004210729151964188,0.004543825052678585,-0.0028056208975613117,-0.004367670509964228,-0.003974298480898142,-0.003125070594251156,-0.004500450566411018,-0.0057951947674155235,-0.005806011147797108,-0.005742207169532776,-0.004766587167978287,-0.0054840040393173695,-0.00412407424300909,-0.0016205658903345466,-0.00470829289406538,0.00010080873471451923,0.005679554771631956,0.010777854360640049,10,lihat,0
