X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Z8,rangeX0,rangeX1,rangeY0,rangeY1,rawX5,rawX13,Label,Sub 2
3.0264806837998233,6.455386804429733,7.883000885210845,6.95592958382824,8.57135146959311,9.999999999999998,8.270038372765761,7.449253703881639,6.911975696566894,8.241539898885614,6.6429574628589645,6.326293215359736,4.869205497711331,5.9667340626271335,5.026662632449416,4.693917395313084,2.7344081251316057,3.769407685592733,4.4562781483760565,5.393777765057273,0.5959370253235721,-1.4830757090375324,-4.938765079760972,-8.216884834682274,-6.574806449568536,-9.930581479262964,-7.581501751000205,-5.455153746608906,-8.351931620017622,-12.262212536466393,-8.818433647007353,-6.479485800850047,-9.854322507047954,-13.205740990986385,-9.231107494853305,-6.270314362290426,-10.838176097671669,-14.85410784852877,-17.216148862616503,-19.75723654755504,0.514802098274231,0.0,0.0,0.0,0.0,0.492962121963501,0.43899306654930115,j,1
2.9715143421812815,6.4683765640678414,7.926487726044316,6.960770554380177,8.544360531179784,10.0,8.244255787124215,7.399930251403908,6.891221874645981,8.236553958939604,6.679033882995619,6.3489517819918175,4.872096946913726,5.976772142402643,5.064517451385491,4.755081257922191,2.7824621254420627,3.7932654842792037,4.52378812823968,5.510217846230395,0.6846590042832584,-1.3333613350858662,-4.803257061540515,-8.136420095753877,-6.442361185855373,-9.70331200824867,-7.31613096823531,-5.199154050901128,-8.247202029211616,-12.12659713481491,-8.680689351990308,-6.336700342139682,-9.740126908519688,-13.08944479996349,-9.083203774743941,-6.1141530482903015,-10.68366144184928,-14.63428937105304,-16.94716816459215,-19.45139821299008,0.5141561627388,0.02715885639190674,0.004419684410095215,0.012168288230895996,-0.0739753246307373,0.49323371052742004,0.4390372633934021,j,1
2.9945779353728432,6.4189112189797966,7.831912960347698,6.913240691130561,8.545157254447997,10.0,8.22387558500185,7.394842369061906,6.906532690169499,8.311172707949547,6.753347776249101,6.38969477785971,4.892057658041332,6.0208417630343,5.04236829273279,4.664926850605694,2.804618440444428,3.846042674140332,4.592102330817799,5.563418441011187,0.6806252731324319,-1.3434684737111742,-4.821275495818227,-8.109485344110935,-6.452769013812531,-9.674657905107898,-7.321687914404774,-5.184396145308174,-8.269260858854874,-12.174991382222663,-8.834321889721192,-6.466620205899599,-9.769794523445515,-13.038564528277139,-9.080167898389776,-6.072841927394492,-10.720270085088785,-14.62408172345021,-16.980300459338157,-19.475935906811817,0.5140334963798523,0.06639659404754639,0.10741949081420898,-0.005123019218444824,-0.021979212760925293,0.4938976764678955,0.4401114583015442,j,1
2.9229026492828964,5.900438559305054,6.925860404257446,6.028545372560284,8.615186882280762,10.0,8.188955071398231,6.798221803783412,6.931930297880346,8.304865152609949,6.288620699982326,5.354063770580799,4.893329739483877,5.698347799421019,4.4975697225776,3.9104730762887345,2.7159209639952806,4.008892668336204,4.821241843712261,5.75405246598392,0.48731670629602775,-1.4857804621977233,-4.71422991440986,-7.3672458585314065,-6.421633202107211,-9.907580702378226,-7.986309627003139,-5.99791118045722,-8.61112060191073,-12.399202435381364,-9.584511774286007,-7.335959964854514,-10.230010583296108,-13.498675717093183,-10.828660696320986,-8.491848668567357,-11.279182627028026,-15.294261187649138,-17.90292346155193,-20.22775810018657,0.5005962252616882,-0.9242057800292969,-0.8047819137573242,-0.9171634912490845,-1.4148145914077759,0.48465561866760254,0.43206363916397095,j,1
2.806159268890997,5.348264894281206,5.284371512705428,4.010267086821652,10.0,6.633162420053388,4.422390950608848,4.136844511520669,7.91354459066843,4.118623320568094,2.253626786355123,2.6069650029250258,4.923794471455188,2.0771420284440336,0.6122054695526923,0.8308302649237772,1.798237118824877,1.7789786497687017,1.7850867921560145,2.575549241213861,1.4126572508689048,0.3311031034770939,-3.0365308700846043,-5.867712629721213,-9.487218374078862,-9.451596965838647,-6.481451894384442,-4.525511633737593,-12.291000752149525,-11.288901615892478,-7.442263920911231,-5.653519617337784,-13.693290137992399,-13.346853999419912,-9.47911187363888,-7.470167193499068,-13.887873186606821,-17.14313946228683,-19.576083857298062,-22.55773853709375,0.47779202461242676,-0.2973973751068115,-1.1928945779800415,-4.709154367446899,-4.427391290664673,0.4816816449165344,0.42013469338417053,j,1
3.3996472183040694,5.024822795463124,0.3866987858916065,-4.7968292762311115,10.0,2.701603580062128,0.3264139482764378,0.5382943136037374,5.768707764790222,-2.417509909040147,-3.4368824682376005,-2.1371190509301625,0.395326001820127,-6.1731174937198015,-5.809189316454819,-3.8927553789063936,-4.538562302574766,-8.631480926497895,-10.809360508147668,-12.139830642805785,2.9227113889817646,3.2845387694233885,0.1438179298147875,-2.400834570070028,-15.152747373052906,-12.142318206046323,-5.741465037372627,-0.7993088082564275,-19.988549177878316,-14.369031803189577,-5.940922380841071,-1.0891426846830776,-21.149135862377097,-16.657712566188838,-8.991118744053203,-4.142636073090822,-19.57190241312656,-21.70394911760193,-23.429531792833536,-25.766488613216254,0.46589940786361694,-9.185516834259033,-9.802636504173279,-0.3698974847793579,0.5020171403884888,0.3898264765739441,0.32210832834243774,j,1
4.596185370319707,7.388465185899967,4.306321313166299,-1.4123168414862652,9.999999999999998,3.3666934859652407,2.5413419262905044,4.185459268134136,4.825020923095998,-2.1569813958523976,-1.9879703990415132,0.6284925173258509,-0.9872601593255013,-6.574281595447277,-5.306838382055059,-2.4970294369879005,-6.0442792459509365,-10.054276510112942,-12.40114707532629,-13.645225603310678,0.9818019603694323,0.06978408443092547,-1.4762249388928794,-1.3635120073638516,-22.32509841604414,-15.82216424102508,-8.678801388493936,-5.534461001730001,-24.787294211299233,-16.458617193371634,-7.203555780771775,-4.486361016509816,-23.942117933934675,-17.944500673627104,-9.479683145935168,-5.9664853107062905,-20.97497359624332,-23.713268904123925,-25.76453194933174,-29.767628971850517,0.5002471208572388,-1.521235704421997,-2.038395404815674,-0.692245364189148,2.4627983570098877,0.3746141195297241,0.301724374294281,j,1
10.0,9.49301515691163,-3.289234503409975,-19.14910232564275,-1.0347857058055325,-15.861081430474757,-16.291608954318203,-12.749139261545768,-12.1659741184851,-23.00507868666482,-20.658804595881644,-13.477383355099132,-20.77491524529397,-29.664542852243194,-26.89994327700608,-20.462384740195496,-26.359280805202683,-32.44667379001939,-28.944754442201905,-23.437967470022556,23.65858034218476,48.499584471091055,70.2979408234068,84.25454113736198,6.577690714577809,43.50999248090545,63.13696624322292,66.57469626815465,-2.74840054348543,38.2512300974844,59.99730895563734,62.21963670901104,-4.398498819370243,39.77353014893084,60.85957761156621,63.637949002071046,-0.5258617278087775,36.71117442980199,54.175656601633094,58.44871845607925,0.4131995439529419,-3.9400815963745117,-1.1108458042144775,7.591813802719116,6.184780597686768,0.335213303565979,0.29061591625213623,j,1
7.865051980465713,10.0,7.459853873476641,2.8146302943374613,3.0183531191602406,0.19606184609045393,0.7299619790700611,0.8591473475673674,-6.332850192219273,-7.4528333235657875,-4.770717419241019,-2.5374817009547828,-13.481141485831117,-13.753178732204688,-11.041512475372189,-8.6654792552417,-18.226084665898554,-18.283986077319092,-15.797880663943435,-13.500994779296748,6.908390282157231,18.19447406595571,30.604631267064256,38.46709132333741,4.020938397393334,22.485407587631506,28.90545276807233,29.39257742995914,3.732068748221451,23.71637220031405,29.45295899261755,28.902588963719708,5.639302029253097,25.122330967573156,29.349076604349722,28.562847515710143,8.874482596950955,24.17410963778917,28.785462990766348,29.35145706619557,0.46771180629730225,1.152205467224121,-2.5267690420150757,5.948588252067566,9.226647019386292,0.3467353582382202,0.2653482258319855,j,1
4.122421328829946,7.539790742490355,9.347043502770866,9.884667635249814,6.827103069424669,10.0,9.36492801556185,8.222232975296292,4.357900747244559,7.651847183225527,7.522276404274185,6.937961886535445,2.212448753201224,5.363331184062654,5.562359294345644,5.185325602410732,0.494018535342599,2.791779221109145,3.3269064897893514,3.346762847537674,-0.5283867042002717,2.053602730097975,5.987135828664819,9.065280165296254,3.034318570303531,9.309145368523305,10.144554381185454,9.161380388247805,5.447097093403755,11.985831749607144,12.442109414410437,10.901031528954064,7.384155318477155,13.203943206026345,13.53564381947578,12.130824049734043,8.895348260481928,13.192141169582296,14.05048165034955,13.453881207833668,0.5134594440460205,4.537338018417358,6.991788744926453,6.32898211479187,10.888755321502686,0.3921087384223938,0.33526611328125,j,1
2.896955768994482,5.832553700333589,7.8070851442436195,8.388384560310017,7.006250881219291,10.0,8.885170124909166,7.460678490939543,6.28333683221035,9.38941847475408,8.307449814886377,7.0453328174904035,5.440257529234195,8.514110874435481,7.5792376786414435,6.467539707054107,4.5901537292160395,7.344083428679589,6.758178272166872,5.70169569991729,-2.0464552810088534,-1.6639247653783817,0.33366063804956697,2.421638897766082,-0.8286351066474058,1.9399765047808328,1.7766718057815711,1.0747926191077908,1.640035829689227,4.178390133255957,3.738613235323177,2.940248243467166,3.8579940276917917,5.77800241905374,5.288376552264531,4.592891916197512,5.573079655092441,6.968027692683009,6.410759841687329,5.71000980428426,0.5288205146789551,1.7186939716339111,4.2617082595825195,-3.863692283630371,0.17921924591064453,0.4092956781387329,0.3778831958770752,j,1
2.7198928531140782,5.582501539792142,7.5486007421102945,8.2613542918024,6.967260944492804,10.0,8.982077349811677,7.747537443430466,6.464746177610239,9.503449464072066,8.50224558097214,7.400473956406503,5.806361588345942,8.798727057383756,7.900216595755721,6.83044914056163,5.15929198085426,7.923275135377723,9.120338285560956,9.973353748270466,-2.5012115516016347,-2.4299704540512694,-0.6364369073663627,1.1552748326510756,-2.0422237737599924,0.25334722932733195,0.6631060929327804,0.35228093491506096,0.47712987618164804,2.5604482189080597,2.585142227772848,2.0058392415436135,2.7380707855742155,4.223208727586296,4.153750735853657,3.7138940780676406,4.538070240895589,5.9692047305052,6.842175498033352,7.450180181122843,0.536984920501709,-0.22516250610351562,0.5023598670959473,-1.7675518989562988,-1.229405403137207,0.40704405307769775,0.38290679454803467,j,1
