X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Label,Sub 2
0.22271351516246796,0.2614036202430725,0.2286919206380844,0.17749200761318207,0.20107977092266083,0.16996577382087708,0.13391542434692383,0.13467484712600708,0.11842115968465805,0.11344899237155914,0.505467414855957,0.4675918221473694,0.43507468700408936,0.4413928985595703,0.3845474421977997,0.3498547375202179,0.3191912770271301,0.4018118381500244,0.36640632152557373,0.39639872312545776,0.36833298206329346,paham,1
0.23085027933120728,0.27528244256973267,0.25126543641090393,0.20317232608795166,0.2288079857826233,0.19478145241737366,0.15045467019081116,0.15719887614250183,0.1393926739692688,0.13863717019557953,0.4401775002479553,0.39851507544517517,0.35703667998313904,0.37719425559043884,0.3162150979042053,0.2790423631668091,0.24609912931919098,0.3379303216934204,0.2989855110645294,0.34416037797927856,0.3174612522125244,paham,1
0.23741868138313293,0.27770164608955383,0.24849067628383636,0.19243119657039642,0.2290254831314087,0.1915644109249115,0.14516165852546692,0.16080811619758606,0.14078350365161896,0.14564265310764313,0.417553186416626,0.3754684031009674,0.3363124132156372,0.35352790355682373,0.29199540615081787,0.2562645375728607,0.22774028778076172,0.3125268816947937,0.27524468302726746,0.3258552849292755,0.3031838536262512,paham,1
0.24325335025787354,0.2853383719921112,0.25457170605659485,0.20939409732818604,0.23533238470554352,0.19812658429145813,0.15778152644634247,0.16798895597457886,0.14798736572265625,0.1505814492702484,0.3925626575946808,0.34442272782325745,0.3047371804714203,0.3256916105747223,0.2672951817512512,0.23638972640037537,0.20930401980876923,0.27809593081474304,0.24258160591125488,0.269107848405838,0.2419402301311493,paham,1
0.25355425477027893,0.2898796796798706,0.2601318657398224,0.22049608826637268,0.24182628095149994,0.20892778038978577,0.1668737232685089,0.17709925770759583,0.15775562822818756,0.16225802898406982,0.3801293671131134,0.33236929774284363,0.29299283027648926,0.31373491883277893,0.25947076082229614,0.22935190796852112,0.20293393731117249,0.27069443464279175,0.23702746629714966,0.2631042003631592,0.23559725284576416,paham,1
0.25952962040901184,0.2923094928264618,0.2656745910644531,0.23765388131141663,0.2473565638065338,0.21666228771209717,0.17901583015918732,0.18391376733779907,0.16717413067817688,0.17499017715454102,0.3706466257572174,0.3271386921405792,0.2913532853126526,0.3104729652404785,0.255187451839447,0.2255825400352478,0.20003971457481384,0.26886826753616333,0.2357965111732483,0.26704826951026917,0.23937171697616577,paham,1
0.26132410764694214,0.2996370792388916,0.26927733421325684,0.23639851808547974,0.2535002529621124,0.22442857921123505,0.1907697319984436,0.19580906629562378,0.1789662390947342,0.182966947555542,0.3618779182434082,0.3168582022190094,0.27628281712532043,0.3004453480243683,0.24264377355575562,0.21380886435508728,0.19034016132354736,0.2543652653694153,0.2209361046552658,0.25377485156059265,0.2271469384431839,paham,1
0.26461711525917053,0.3019528388977051,0.2728903293609619,0.24274733662605286,0.2575782835483551,0.22674712538719177,0.19728119671344757,0.20103272795677185,0.1852494180202484,0.1907179206609726,0.35909751057624817,0.31518635153770447,0.27613890171051025,0.296690970659256,0.24110719561576843,0.21389923989772797,0.19159865379333496,0.2540278732776642,0.22109800577163696,0.255636990070343,0.22881260514259338,paham,1
0.26481372117996216,0.3026249408721924,0.28069761395454407,0.25844183564186096,0.2628270983695984,0.23764702677726746,0.21067914366722107,0.20872020721435547,0.19393673539161682,0.19186283648014069,0.3599685728549957,0.31419020891189575,0.2759047746658325,0.29563573002815247,0.23932412266731262,0.2147861123085022,0.1943029910326004,0.2550440728664398,0.22363749146461487,0.25580623745918274,0.23022708296775818,paham,1
0.27434635162353516,0.30798134207725525,0.28223079442977905,0.2549550533294678,0.26589009165763855,0.24193333089351654,0.21151819825172424,0.2146531194448471,0.19970139861106873,0.2029528021812439,0.3563533425331116,0.3134884238243103,0.2769646644592285,0.2924388349056244,0.2387734055519104,0.21155321598052979,0.18949061632156372,0.250629723072052,0.21941624581813812,0.2462271898984909,0.21889975666999817,paham,1
0.2783637046813965,0.3133833110332489,0.29076749086380005,0.2659384608268738,0.27268141508102417,0.24889513850212097,0.21853655576705933,0.22009563446044922,0.20642858743667603,0.20705854892730713,0.35850903391838074,0.31436923146247864,0.2786703407764435,0.29868894815444946,0.245647132396698,0.21729230880737305,0.19361621141433716,0.25526896119117737,0.22379070520401,0.24839499592781067,0.22053782641887665,paham,1
0.28104308247566223,0.3161369562149048,0.2934064567089081,0.26358476281166077,0.276930570602417,0.25189095735549927,0.21889373660087585,0.2246876060962677,0.21021658182144165,0.21566897630691528,0.35553914308547974,0.31222018599510193,0.2776113450527191,0.2974206507205963,0.24338547885417938,0.2094247043132782,0.1808987408876419,0.25224122405052185,0.21667256951332092,0.2459711879491806,0.21746450662612915,paham,1
0.2864702045917511,0.3232097029685974,0.3008941411972046,0.27463510632514954,0.28612059354782104,0.2630579471588135,0.23820744454860687,0.2408202886581421,0.22944623231887817,0.22946348786354065,0.3559298813343048,0.3135122060775757,0.2785223424434662,0.29702508449554443,0.24227672815322876,0.21321240067481995,0.19044092297554016,0.24832883477210999,0.2161840796470642,0.23281212151050568,0.2019478678703308,paham,1
0.2861512005329132,0.3230781555175781,0.3030776083469391,0.27248841524124146,0.28990256786346436,0.26863011717796326,0.24216434359550476,0.2498912215232849,0.23715229332447052,0.24450993537902832,0.3564956486225128,0.3141523599624634,0.27822157740592957,0.29633551836013794,0.2375050187110901,0.20200499892234802,0.17254164814949036,0.2511069178581238,0.21591943502426147,0.2467486560344696,0.21750620007514954,paham,1
