X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Label
1.7664877892663622,6.132825073435188,9.019340954041839,9.951821069351784,10.0,7.2226141178492815,7.529712242277504,6.369709570066675,5.625478610074934,4.651231397814713,4.966463938128381,4.279619257806325,3.9167028451867907,2.3060627347501326,2.3825593706538615,2.2151744399721514,2.188531467398936,0.0,0.21837778030930288,0.28684858189709667,0.49776736049062675,16.096930583066463,13.992321626706502,8.479123720968923,3.5402983931952114,0.0,5.1274094296283765,2.0926613029825147,5.591012243400127,8.440573583061127,5.061822480912189,2.238580209481453,7.012109421512364,10.44061112651906,5.457355692793662,3.624686516727175,8.16337955902264,11.146295629334176,6.0700244382146025,4.179363502200985,7.277484617764349,9.585868053517094,0.4873487949371338,0.4532673954963684,0.36398833990097046,0.28401049971580505,0.2266799807548523,0.3097116947174072,0.26056790351867676,0.3172191381454468,0.3633640706539154,0.30864959955215454,0.26293087005615234,0.3402319550514221,0.39575207233428955,0.3150547444820404,0.28537705540657043,0.3588752746582031,0.40717971324920654,0.3249761164188385,0.29435932636260986,0.3445293605327606,0.38191062211990356,a
1.5104962656549268,5.964089055647422,9.019757169381187,10.0,9.8516090455009,7.207610733777781,7.280535022070025,6.065514032604129,5.303936777364521,4.560035466842468,4.681081010659403,3.9590169446518386,3.5227816794753086,2.263764332487854,2.0903136167806906,1.9083697878139438,1.824394681276431,0.0,0.009721194829489209,0.04048454236143801,0.28672926625670586,15.98400945833556,13.957234214697397,8.84140274887188,3.660846977779387,0.0,5.2083198024034,2.415463060513384,5.900946312527026,8.751582280603037,5.063114962804073,2.390138907329271,7.068192821451309,10.49430283188713,5.353467165486195,3.4013558327073183,7.947824925764289,11.071096918243295,5.887864657364284,3.9023862908545475,7.046183147387223,9.499501199630695,0.4690442681312561,0.437516987323761,0.3579382300376892,0.2773526608943939,0.22040675580501556,0.30142420530319214,0.25798022747039795,0.312198281288147,0.3565410375595093,0.2991654872894287,0.2575863003730774,0.3303552567958832,0.3836497366428375,0.30368202924728394,0.2733161747455597,0.3440382778644562,0.3926219940185547,0.3119947910308838,0.28110989928245544,0.33001288771629333,0.368175208568573,a
2.12225382223792,6.397444742700562,9.216133608637781,10.0,9.640513675180499,7.1838250513884185,7.10301175964292,6.078697363170417,5.5114728540753815,4.584902645421208,4.517335097377695,4.077468914834356,3.8404594862959236,2.353270303036841,2.01832597571055,2.090264465065844,2.1668532198802124,0.17035209194040996,0.0,0.20850199134037348,0.5766011317636536,16.578781979123313,14.120086074217582,8.790789392193545,3.6211871411106102,0.0,5.210316153517707,2.5640627523850186,6.104995250044715,8.904006211398487,5.309362569774449,2.8220966205341966,7.428881904929041,10.780278520849572,5.834765511712687,3.9358236397419697,8.41002627284402,11.553401527594865,6.6261081583552155,4.6010408388277515,7.6449092740721785,10.098365443249376,0.4717124104499817,0.433674693107605,0.351226806640625,0.2712495028972626,0.21522724628448486,0.29583442211151123,0.25489506125450134,0.3096757233142853,0.35297834873199463,0.297366738319397,0.25888702273368835,0.33015716075897217,0.38200557231903076,0.30549508333206177,0.27611714601516724,0.3453361392021179,0.39396631717681885,0.3177376985549927,0.28640851378440857,0.3334992527961731,0.3714559078216553,a
2.2790928473433536,6.340898598107311,9.114353333756496,10.0,9.59046011475135,7.143675720456467,7.071706763785433,6.045828383855787,5.551663284912218,4.585994732604737,4.391308315488847,3.95285389914005,3.8232333765562516,2.343236532903278,1.941732213280311,2.01846463010256,2.1683235880797356,0.18585404750379447,0.0,0.16844397686605997,0.5462428955663936,16.47641701363654,14.043809170654386,8.645466021326179,3.653027941967203,0.0,4.886181470275064,2.433339050514479,6.043563376882306,8.851776515967817,4.893018935959919,2.7503377735058625,7.460695665830055,10.807094912474073,5.425556031237032,3.9059119190107596,8.372849087447213,11.420298282511196,6.258646432604371,4.489633541550627,7.590080812902128,9.970130461700643,0.4689459204673767,0.43136903643608093,0.34797996282577515,0.2708609700202942,0.21443206071853638,0.289909690618515,0.2520202398300171,0.3077879548072815,0.35116687417030334,0.290015310049057,0.25691697001457214,0.32967862486839294,0.38137099146842957,0.2982414960861206,0.27476730942726135,0.34376880526542664,0.3908432424068451,0.31111037731170654,0.2837841510772705,0.33167725801467896,0.36844226717948914,a
2.5393576525779307,6.5024795798186545,9.173905294324635,9.999999999999998,9.528542074237023,7.163008806191279,6.97305207766424,5.885443183388151,5.352883098326006,4.600086176561959,4.14814201347835,3.7693181670726146,3.7637670683405324,2.3800560033157745,1.7771101235706253,1.942884556228871,2.2260554720590244,0.34078097795513473,0.0,0.18926403384166562,0.6681173817896482,16.612782144277425,14.003418438731059,8.625256755013543,3.689913983731025,0.0,4.872761718371331,2.771166116200201,6.329263926979675,9.162820271108867,4.8773720499411874,3.2321935484363418,7.807077469599672,11.240599007252111,5.457560142309638,4.609696122665351,8.87600459811877,11.928025014865264,6.336026764348702,5.183426697636288,8.192658428624968,10.559346187813,0.466826856136322,0.4260748028755188,0.3420807123184204,0.26500239968299866,0.2073747217655182,0.2834756672382355,0.2506537437438965,0.3062227666378021,0.3504761755466461,0.28354766964912415,0.2578538954257965,0.32930269837379456,0.3829261362552643,0.2926088273525238,0.27936720848083496,0.34599679708480835,0.39366209506988525,0.3063283860683441,0.28832751512527466,0.33532455563545227,0.3722865879535675,a
2.4353282857283167,6.3979514936526,9.130529348919275,10.0,9.59489818368967,7.244463545998593,7.155894588808115,6.053477778203116,5.503472886813239,4.66393638177124,4.3921297730201765,3.933984410193116,3.831771761948235,2.3929607292926973,1.920678669712089,2.020613824962483,2.2338532900106993,0.25975600277939215,0.0,0.1287682552276971,0.5125151913422786,16.293348251105783,13.96167489696181,8.64869941229854,3.703185242154733,0.0,4.894317944982111,2.5508646546620746,6.081048396919469,8.941769066850414,4.84196847315555,2.784023483311467,7.434339374296501,10.888932776062893,5.353948124973659,3.9605361504645664,8.382068396710666,11.505340701738513,6.157373412569983,4.459581652763906,7.476828732140144,9.85149218324964,0.4663363993167877,0.43039408326148987,0.3484955430030823,0.2722613513469696,0.21517743170261383,0.29062244296073914,0.25449854135513306,0.3089156746864319,0.35301315784454346,0.2898154854774475,0.25809264183044434,0.329776406288147,0.3830283284187317,0.29770755767822266,0.2762283682823181,0.3443854749202728,0.3925301432609558,0.3100922107696533,0.2839210629463196,0.33043137192726135,0.367036372423172,a
2.08456414781523,6.2715368725051635,9.164616061068848,10.0,9.66625704679511,7.337039761598428,7.331622273135653,6.2334179640468825,5.6413738927180885,4.730353634479126,4.6408427703295665,4.046683432410014,3.814850214062974,2.341225182459287,2.0243341872594383,1.9442207207505247,2.0259502108349365,0.05212177278989227,0.0,0.034838741498583174,0.3420516401737045,16.519974432341645,14.484522564280546,8.883184352400606,3.736423948346593,0.0,5.273466877832427,2.4175822964015805,6.228516761031616,9.340294465159353,5.110003887679544,2.472577222769251,7.336535506103095,10.831775955774688,5.461106061872851,3.698802277911544,8.317993139318274,11.425265626356502,6.050124600229651,4.285779734382666,7.535939983370596,9.978160624322438,0.47056227922439575,0.4403071999549866,0.35704857110977173,0.28054681420326233,0.22500838339328766,0.30339351296424866,0.2609434723854065,0.3175894320011139,0.36384308338165283,0.30096378922462463,0.2617609202861786,0.33405908942222595,0.38601255416870117,0.3061825931072235,0.2799876034259796,0.3486475348472595,0.3948342204093933,0.3149378001689911,0.2887124717235565,0.3370230495929718,0.37332436442375183,a
1.4891484538269923,5.962020555637121,9.024300597022888,10.0,9.665277027457677,7.370619078056889,7.4325816602241535,6.250053198345629,5.497006943987691,4.76176202694962,4.844631304411218,4.1188429660180175,3.689560315927921,2.364384944654376,2.2198015136634734,2.0518230283980405,1.967941709681814,0.0,0.07656285539803868,0.12834189970935886,0.33866524994466357,15.635296170716902,13.922897932279575,8.618844696873282,3.5710211659163242,0.0,5.002982161805645,2.4022764208438145,5.829343372565374,8.690483778119017,4.7077349070948165,2.3098813305267685,6.970860746177814,10.381631186509429,4.977774800254212,3.2563577877389065,7.825772923599844,10.95501466441669,5.6130271905144244,3.787646865614565,6.923752974780218,9.344751140684528,0.46830013394355774,0.4432382881641388,0.36561068892478943,0.29173314571380615,0.23946937918663025,0.3126906454563141,0.2746279537677765,0.32478487491607666,0.36665916442871094,0.30836954712867737,0.2732757031917572,0.34149158000946045,0.3914099931716919,0.3123217225074768,0.28712788224220276,0.3540036678314209,0.39980176091194153,0.3216189742088318,0.29490357637405396,0.3408021330833435,0.3762347102165222,a
2.0035138329087077,6.270553696244218,9.101495115069653,10.0,9.799519125308052,7.305567844303133,7.29624609738652,6.211808717099687,5.617073502505475,4.649466368795595,4.579302045433099,4.042023023326017,3.854274788922889,2.2952616359461593,2.103612319901766,2.09721536299054,2.1811090427889424,0.0,0.02912739543773608,0.15919272527929498,0.44434341119565496,16.56910490396599,14.263851597135503,8.900070627959767,3.755305777399788,0.0,5.04708462569428,2.603657458071542,5.9733893128336595,8.657257911332294,4.965793028624136,2.697262992950684,7.3939957655903354,10.757534908553335,5.418281734890662,3.903148601799236,8.341425524675056,11.338881856048861,6.157440710707632,4.4005405959627275,7.513536344804964,9.840668388044472,0.4647409915924072,0.43110400438308716,0.3528386652469635,0.2777690887451172,0.22297373414039612,0.2966180145740509,0.26096487045288086,0.3101341426372528,0.3492956757545471,0.29543185234069824,0.26233071088790894,0.3308628499507904,0.37994176149368286,0.30203431844711304,0.2799263298511505,0.34468722343444824,0.38842445611953735,0.3128197193145752,0.2871840000152588,0.33260712027549744,0.3665633499622345,a
2.2615855422420488,6.565569951736424,9.21067990235634,10.0,9.513194581893293,7.2025781174667465,7.164594530127943,6.1267195485249415,5.558413138249012,4.552279451693286,4.3833356170988065,4.007180158645575,3.896392158056871,2.2284475977324747,1.9442436422506764,2.067692838618982,2.1987221063422706,0.0,0.04156859162720829,0.24700395345178466,0.5494211923285781,16.616594347426705,14.039325426429766,8.664926944880053,3.635513060600986,0.0,4.993143628548084,2.4902889217074446,5.971179894743788,8.743179915043925,5.065517678882275,2.8391853554807835,7.4495374106159575,10.833148094578341,5.575375933171948,4.24252574311191,8.59308069812173,11.630275625117362,6.299751830818654,4.6705500829768125,7.726106484371432,10.12895865369488,0.4558429718017578,0.4180064797401428,0.3391057550907135,0.2652696967124939,0.21189728379249573,0.2852008640766144,0.24845683574676514,0.29955926537513733,0.3402545750141144,0.2862633764743805,0.25357893109321594,0.32126280665397644,0.3709370791912079,0.29374852776527405,0.27418115735054016,0.3380509912967682,0.3826395869255066,0.30438297986984253,0.28046491742134094,0.32532307505607605,0.36059898138046265,a
