X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Z0,Label
3.6960819557792726,7.949261129798392,10.0,9.386491488235619,7.948928631362113,8.210299784501895,8.796034897471174,9.053331966829957,9.057316080445846,4.823345536677903,5.243740912524355,5.316507217367528,5.128569321816631,2.0229361333091846,2.6557393337435453,2.924356996921064,3.072164287086191,0.0,1.5560066233688508,2.4811150667559065,2.997172198593102,0.0,3.1436377597741827,8.454541400553826,13.528240656891734,16.64627016945294,9.432517095309308,17.422556224507638,22.158049806701055,25.686570153453896,9.535624860399553,18.348024548555138,23.51845346762619,27.37308045718926,9.626623814789765,17.435774015286324,22.411163263382182,25.773907713298726,9.52641269784146,14.99199265530513,17.858845025608247,19.83341632755086,0.27019771933555603,m
2.9978532782593517,7.585556654449551,9.371826943587953,8.155630538910543,6.2982643938953204,8.700994822270056,9.569212868695095,9.937008164135978,10.0,5.440227277134602,6.379948416623033,6.825636550507107,6.995115092985824,2.4572614268815327,3.275554133457444,3.9135939651327396,4.2849108926251285,0.0,2.150270521845366,3.681183702755638,4.378447456706809,0.0,3.507126650765024,9.025064479221207,13.368033820078733,15.675340818740668,10.261919444606047,17.800281187581206,22.374857951790872,25.903587565691236,10.867801113114977,19.308389086043398,24.63204956658328,28.621527333372118,11.141703027129752,18.427725095506815,23.159320883510773,26.386466150832895,10.970911629530514,14.722341807745265,14.61618670855392,13.52647235635193,0.2673642933368683,m
2.418572342723344,6.889615495734933,8.647844500683403,7.635611174715944,6.016295249879557,8.43763781527559,9.353322842467362,9.818410771561739,10.0,5.2746398380287784,6.371793321008232,7.0765130595807335,7.409570062573443,2.3917570401491695,3.327029881606948,4.189569281325359,4.652602188287204,0.0,1.9142370763356749,3.2573459492947348,3.6281783729017874,0.0,2.547608484505152,7.706383947956047,12.177774322338053,14.826782769441424,9.215119301677438,16.336078583744417,20.72213364512806,24.174676503850666,9.997431694102502,17.705542313547312,22.739467162388074,26.623413703129124,10.42234384615225,17.22368585674892,21.66811562396152,24.7118128673069,10.418056417056645,12.532410001258677,11.33279790791576,9.709554984862846,0.2678382396697998,m
1.8395948281033498,6.178127052964096,8.188559585522551,7.69010173191526,6.35418815649128,7.975184830780891,9.098268669993839,9.710708553352559,10.0,5.017886849763629,6.3636528239275565,7.228807557980461,7.680048151838505,2.3078626787404732,3.4034194243141176,4.359822697058948,4.883622083419293,0.0,2.081370900838816,3.258945619587307,3.577893024201749,0.0,1.8922512996314356,6.470222235878167,10.82075218409775,13.650958427888561,7.962645746733912,14.86393740407308,18.995046183919246,22.12756396469158,9.039403010843309,16.559398606800954,21.31444752678638,24.80760662976635,9.622336907777012,16.233620181341198,20.471739143157713,23.30323111858286,9.658975687052553,11.989968732762417,11.098523255830965,9.691524998427127,0.2705220878124237,m
1.3142337292757027,5.895123960005263,8.009573138034183,7.505742673257928,6.140201498464773,7.8673249130672716,8.97523658860834,9.650451075209501,10.0,4.9536114423154105,6.403074268242128,7.396555825528295,7.941430780582049,2.26267923976426,3.4147454475546497,4.4381801727768515,4.9459637079910665,0.0,2.173389696506087,3.4363801237345872,3.7535512574136103,0.0,1.6278824701027286,6.038229874802942,10.269450224483819,13.073599317366863,7.5151827594081055,14.256802598287042,18.424962586030137,21.59296093222821,8.704684929106804,16.11158251470993,20.900757589363767,24.449537232352206,9.530894977346358,16.0300689927166,20.21370038548393,22.949672300173848,9.85036611260148,11.730568835290198,10.581379920308153,9.03326993514912,0.26664847135543823,m
1.4640156749925308,5.8009624099499595,7.771875033198278,7.125950682221136,5.740850461160203,7.991605238590555,8.962327571634198,9.612236647955108,10.0,5.119922899851254,6.513175220375999,7.491701129198103,8.006604803401888,2.375572850862242,3.635495292227791,4.632476182506385,5.073634481405142,0.0,1.9972830062646665,3.005938508121068,3.0339806865692944,0.0,1.6621560495231658,6.18734284983158,10.352079745201229,13.04848076289039,7.983410272577205,14.80689644503977,18.74760716124849,21.743699409317585,9.069398893558443,16.490817519148766,21.189397648564743,24.708174781459807,9.741345103866582,16.384594209400113,20.633739068330957,23.502938874723252,9.909874011483389,11.737163192394952,10.346367311534886,8.6751459186665,0.2652014493942261,m
2.2237396885215244,6.657778181561468,8.386633763539946,7.481382851634469,5.960220882787822,8.416209607783797,9.307144552528685,9.78347886261214,10.0,5.354405729061276,6.485858754499059,7.184456320666652,7.560806972190644,2.4730715281174054,3.2092445751235292,4.004358897363758,4.490417446129783,0.0,1.8097938913689464,3.022470365653006,3.3375533972792977,0.0,2.5081967761149886,7.583572899638187,12.067495065612556,14.853866028898196,9.309931053279586,16.35317255007688,20.692062956432068,24.10934724499241,10.19124204977119,17.863353700156395,22.960168377798375,26.851665145595156,10.612768623490261,17.40270599310041,22.050247078254657,25.19985424457611,10.52318370591228,12.922402148496303,11.655309267169967,9.829449242325472,0.25557827949523926,m
2.539891121451433,6.98383225244508,8.686663678560244,7.596694600894168,5.830050487347977,8.462573569874326,9.269858777218396,9.761452593069354,10.0,5.4306378349480955,6.461830448857406,7.163760081135629,7.464408336062281,2.532086563470419,3.164597333462549,3.8687670526116573,4.159130369679868,0.0,1.726902430514114,2.9322419397086974,3.1677787334334355,0.0,2.847144455219015,7.950908337353111,12.286038440129012,14.680043904113955,9.9779665214251,17.181261752760737,21.508565452736846,24.921123324130043,10.710175058419996,18.5968894169598,23.744736143384625,27.72238373045559,11.038786667273026,17.99094989017021,22.673057136712224,25.834447253599876,10.793775179877189,12.99830067168846,11.841969020472368,10.180219754905105,0.24426409602165222,m
4.57976954924921,8.684596163463187,10.0,8.570023438764052,6.452793103643658,8.750052201562879,8.31598072938647,8.062880271334805,7.718643754080379,5.392754066318124,5.222785777587136,5.073515539697007,4.776206915872906,2.382773127495838,2.0180652033720428,2.0301360934092143,1.8851448097586179,0.0,1.4917979015706218,2.985809778973861,3.674738199980987,0.0,3.960522607421373,9.572668038142501,13.969120388450978,16.275088490830257,10.943805306113113,18.292719293256944,22.73464733673397,26.055854518074124,10.652108219138698,18.72194100415451,23.770242402023175,27.441799192182128,10.062365915432839,17.196585104916224,21.705431879531176,24.61299282734787,9.206656911182634,12.641324582917383,12.196418269770541,10.773050059147781,0.2480563074350357,m
4.832821723485026,8.806555267915973,10.0,8.596019748244236,6.607834136399453,8.612503682237717,8.02472381915971,7.681542386589681,7.250191268178285,5.263065308064075,4.929116793814465,4.666391865039092,4.319390273479665,2.3183472763931867,1.7477612515132304,1.6245730946306467,1.3993648335108093,0.0,1.3655767243021444,2.965815302078812,3.81567056281247,0.0,3.9284162578472004,9.552183684069728,14.056634117246611,16.54747354253648,10.71848759176969,18.070911310897447,22.522414548664347,25.805336356151237,10.28060368921185,18.474528283228878,23.591617717626754,27.237290164495835,9.651041487759358,16.78193762211237,21.24463694437245,24.109194092181372,8.839025578410585,12.425066072095872,11.990277851509274,10.565285684396576,0.2466135323047638,m
