X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,timestep,Label,Sub 2
0.34961313009262085,0.39590293169021606,0.4287227690219879,0.4342227280139923,0.41414380073547363,0.40876513719558716,0.4170410931110382,0.4199695885181427,0.42073559761047363,0.36868903040885925,0.3839751183986664,0.39391377568244934,0.3976663053035736,0.3315429091453552,0.3516957461833954,0.36654168367385864,0.37345778942108154,0.2990171015262604,0.31861385703086853,0.3358338177204132,0.3457682728767395,0.6555378437042236,0.6294960975646973,0.5890025496482849,0.550783634185791,0.5229265093803406,0.48063141107559204,0.43284404277801514,0.3969725966453552,0.3629211187362671,0.47604694962501526,0.49355754256248474,0.5591726303100586,0.5937219858169556,0.4931832253932953,0.5259446501731873,0.5794193744659424,0.6015044450759888,0.5209779143333435,0.5454568266868591,0.5825876593589783,0.5988510847091675,0.6555378437042236,0.6294960975646973,0.5890025496482849,0.550783634185791,0.5229265093803406,0.48063141107559204,0.43284404277801514,0.3969725966453552,0.3629211187362671,0.47604694962501526,0.49355754256248474,0.5591726303100586,0.5937219858169556,0.4931832253932953,0.5259446501731873,0.5794193744659424,0.6015044450759888,0.5209779143333435,0.5454568266868591,0.5825876593589783,0.5988510847091675,0,z,0
0.348228394985199,0.39524492621421814,0.42966797947883606,0.43833792209625244,0.41840678453445435,0.4119039475917816,0.420998215675354,0.4237160086631775,0.42390933632850647,0.3724464476108551,0.38680458068847656,0.39544710516929626,0.40079134702682495,0.3348323404788971,0.35378116369247437,0.3673396706581116,0.3751765489578247,0.3016519546508789,0.3199412226676941,0.3370903730392456,0.34786951541900635,0.6574091911315918,0.6344963312149048,0.5955489277839661,0.5566790103912354,0.52801913022995,0.48383840918540955,0.43739408254623413,0.4016914963722229,0.367224782705307,0.4767451584339142,0.49648505449295044,0.5637713670730591,0.5969022512435913,0.4920198321342468,0.5297405123710632,0.5855926275253296,0.607345461845398,0.5196865200996399,0.547735333442688,0.5878413319587708,0.6059937477111816,0.6574091911315918,0.6344963312149048,0.5955489277839661,0.5566790103912354,0.52801913022995,0.48383840918540955,0.43739408254623413,0.4016914963722229,0.367224782705307,0.4767451584339142,0.49648505449295044,0.5637713670730591,0.5969022512435913,0.4920198321342468,0.5297405123710632,0.5855926275253296,0.607345461845398,0.5196865200996399,0.547735333442688,0.5878413319587708,0.6059937477111816,1,z,0
0.35026079416275024,0.3976190388202667,0.43267399072647095,0.43937960267066956,0.41758620738983154,0.41047775745391846,0.42187198996543884,0.4251941442489624,0.42613670229911804,0.3706996440887451,0.38758084177970886,0.39763158559799194,0.40178248286247253,0.3335292935371399,0.35567981004714966,0.37065890431404114,0.37865349650382996,0.30128517746925354,0.32246553897857666,0.3399442434310913,0.349979043006897,0.6588955521583557,0.6343320608139038,0.5940670967102051,0.5562263131141663,0.5314923524856567,0.48680031299591064,0.4414617419242859,0.40738117694854736,0.37369245290756226,0.48035895824432373,0.5004702806472778,0.5671921372413635,0.6012909412384033,0.4960879981517792,0.535256028175354,0.5890501141548157,0.6089096665382385,0.5239682793617249,0.5536390542984009,0.5923162698745728,0.6080276370048523,0.6588955521583557,0.6343320608139038,0.5940670967102051,0.5562263131141663,0.5314923524856567,0.48680031299591064,0.4414617419242859,0.40738117694854736,0.37369245290756226,0.48035895824432373,0.5004702806472778,0.5671921372413635,0.6012909412384033,0.4960879981517792,0.535256028175354,0.5890501141548157,0.6089096665382385,0.5239682793617249,0.5536390542984009,0.5923162698745728,0.6080276370048523,2,z,0
0.3400264382362366,0.38461628556251526,0.4168693423271179,0.41112780570983887,0.3820111155509949,0.3905539810657501,0.39234983921051025,0.3892662525177002,0.3828132748603821,0.3534769117832184,0.3555636703968048,0.3632204532623291,0.36872223019599915,0.3206644356250763,0.3240911066532135,0.3355083763599396,0.3425491750240326,0.29053235054016113,0.29606741666793823,0.30937016010284424,0.31763342022895813,0.6662515997886658,0.6347365975379944,0.5921590924263,0.5526466369628906,0.5351865291595459,0.49151676893234253,0.4398486912250519,0.4083448648452759,0.37555640935897827,0.49479636549949646,0.48754802346229553,0.5461946129798889,0.5704870820045471,0.5143446326255798,0.524767279624939,0.5713620185852051,0.5854367017745972,0.5406408905982971,0.5536965131759644,0.5862635970115662,0.5969763994216919,0.6662515997886658,0.6347365975379944,0.5921590924263,0.5526466369628906,0.5351865291595459,0.49151676893234253,0.4398486912250519,0.4083448648452759,0.37555640935897827,0.49479636549949646,0.48754802346229553,0.5461946129798889,0.5704870820045471,0.5143446326255798,0.524767279624939,0.5713620185852051,0.5854367017745972,0.5406408905982971,0.5536965131759644,0.5862635970115662,0.5969763994216919,3,z,0
0.3146258294582367,0.3451666533946991,0.3529004156589508,0.32692065834999084,0.2977138161659241,0.3327884078025818,0.30936384201049805,0.28492942452430725,0.26178574562072754,0.2997700572013855,0.2737288773059845,0.28537729382514954,0.3019479215145111,0.2694985866546631,0.247472882270813,0.26415446400642395,0.28502556681632996,0.24615620076656342,0.23164108395576477,0.25037628412246704,0.26915380358695984,0.6617814898490906,0.6317437887191772,0.5875774025917053,0.5589327812194824,0.5424044728279114,0.5038396120071411,0.4495629668235779,0.42139101028442383,0.3948356509208679,0.5130293369293213,0.5153871774673462,0.5629380345344543,0.582142174243927,0.5333512425422668,0.5443161129951477,0.5884560942649841,0.5968972444534302,0.5600337386131287,0.5704825520515442,0.6014834046363831,0.6116904616355896,0.6617814898490906,0.6317437887191772,0.5875774025917053,0.5589327812194824,0.5424044728279114,0.5038396120071411,0.4495629668235779,0.42139101028442383,0.3948356509208679,0.5130293369293213,0.5153871774673462,0.5629380345344543,0.582142174243927,0.5333512425422668,0.5443161129951477,0.5884560942649841,0.5968972444534302,0.5600337386131287,0.5704825520515442,0.6014834046363831,0.6116904616355896,4,z,0
0.2886136472225189,0.3165980875492096,0.31103745102882385,0.2676594853401184,0.23260360956192017,0.27541330456733704,0.22212815284729004,0.1844232678413391,0.15331552922725677,0.24811194837093353,0.20481649041175842,0.17728328704833984,0.1524772047996521,0.22730480134487152,0.19575917720794678,0.21521979570388794,0.23614853620529175,0.21124517917633057,0.18897715210914612,0.2061142921447754,0.2253406047821045,0.6789922714233398,0.6366944909095764,0.58646559715271,0.5662630200386047,0.5630826354026794,0.4990338087081909,0.47756636142730713,0.4668043851852417,0.4558809697628021,0.5141113996505737,0.5115870833396912,0.49544718861579895,0.46675747632980347,0.5424898266792297,0.5757810473442078,0.6148273944854736,0.6263393759727478,0.5767269134521484,0.604328453540802,0.6336674690246582,0.6425771117210388,0.6789922714233398,0.6366944909095764,0.58646559715271,0.5662630200386047,0.5630826354026794,0.4990338087081909,0.47756636142730713,0.4668043851852417,0.4558809697628021,0.5141113996505737,0.5115870833396912,0.49544718861579895,0.46675747632980347,0.5424898266792297,0.5757810473442078,0.6148273944854736,0.6263393759727478,0.5767269134521484,0.604328453540802,0.6336674690246582,0.6425771117210388,5,z,0
0.27780091762542725,0.30207404494285583,0.28697890043258667,0.23671488463878632,0.1984071135520935,0.25243017077445984,0.19042736291885376,0.147037535905838,0.11262748390436172,0.22703678905963898,0.16985273361206055,0.132096529006958,0.09993591904640198,0.20969881117343903,0.1722712367773056,0.18905030190944672,0.20706339180469513,0.1974879950284958,0.17197781801223755,0.18603792786598206,0.20198115706443787,0.6837860345840454,0.6528112888336182,0.6156864762306213,0.6094844341278076,0.6109133362770081,0.5196656584739685,0.5026366710662842,0.4931184649467468,0.4857228696346283,0.5262490510940552,0.5096924901008606,0.49350225925445557,0.47270962595939636,0.550329327583313,0.5879300832748413,0.632827639579773,0.6509844064712524,0.5824053883552551,0.6162195801734924,0.6459461450576782,0.6575056314468384,0.6837860345840454,0.6528112888336182,0.6156864762306213,0.6094844341278076,0.6109133362770081,0.5196656584739685,0.5026366710662842,0.4931184649467468,0.4857228696346283,0.5262490510940552,0.5096924901008606,0.49350225925445557,0.47270962595939636,0.550329327583313,0.5879300832748413,0.632827639579773,0.6509844064712524,0.5824053883552551,0.6162195801734924,0.6459461450576782,0.6575056314468384,6,z,0
0.26161056756973267,0.2887115180492401,0.2825762629508972,0.22939418256282806,0.18677133321762085,0.23423966765403748,0.172954261302948,0.13191771507263184,0.09660349786281586,0.20636248588562012,0.15024609863758087,0.1091666966676712,0.0719577819108963,0.18869972229003906,0.16693490743637085,0.20102009177207947,0.23109418153762817,0.1798233985900879,0.16270431876182556,0.19093254208564758,0.2206341028213501,0.6959742307662964,0.6646705865859985,0.6256833076477051,0.62119460105896,0.6186057925224304,0.5288436412811279,0.5121574997901917,0.5044745802879333,0.49746736884117126,0.5386002063751221,0.5259754657745361,0.514817476272583,0.4933719336986542,0.5684314370155334,0.6083403825759888,0.6587246656417847,0.671899139881134,0.6059204936027527,0.6374456882476807,0.6719260215759277,0.6805635690689087,0.6959742307662964,0.6646705865859985,0.6256833076477051,0.62119460105896,0.6186057925224304,0.5288436412811279,0.5121574997901917,0.5044745802879333,0.49746736884117126,0.5386002063751221,0.5259754657745361,0.514817476272583,0.4933719336986542,0.5684314370155334,0.6083403825759888,0.6587246656417847,0.671899139881134,0.6059204936027527,0.6374456882476807,0.6719260215759277,0.6805635690689087,7,z,0
0.2649451792240143,0.2916511297225952,0.29430198669433594,0.24641777575016022,0.20455500483512878,0.26319000124931335,0.20861363410949707,0.16367927193641663,0.1257430911064148,0.22914579510688782,0.17923618853092194,0.14622874557971954,0.1214059367775917,0.2050822675228119,0.1723126471042633,0.19445942342281342,0.21958144009113312,0.18782258033752441,0.16468384861946106,0.18361824750900269,0.20684587955474854,0.703226625919342,0.6881181001663208,0.6604291200637817,0.6537072658538818,0.6477571129798889,0.5528180003166199,0.5384277105331421,0.5283799171447754,0.5207073092460632,0.5551698803901672,0.5461886525154114,0.542103111743927,0.5252346396446228,0.576496958732605,0.6094172596931458,0.6569211483001709,0.6717746257781982,0.6092683672904968,0.6376748085021973,0.6728310585021973,0.6826199889183044,0.703226625919342,0.6881181001663208,0.6604291200637817,0.6537072658538818,0.6477571129798889,0.5528180003166199,0.5384277105331421,0.5283799171447754,0.5207073092460632,0.5551698803901672,0.5461886525154114,0.542103111743927,0.5252346396446228,0.576496958732605,0.6094172596931458,0.6569211483001709,0.6717746257781982,0.6092683672904968,0.6376748085021973,0.6728310585021973,0.6826199889183044,8,z,0
0.278009831905365,0.32106173038482666,0.34916529059410095,0.32702311873435974,0.2900390028953552,0.31486809253692627,0.29545697569847107,0.292010098695755,0.2995510697364807,0.27582263946533203,0.26224571466445923,0.26765990257263184,0.27905401587486267,0.24475973844528198,0.23150146007537842,0.24273055791854858,0.2595365345478058,0.2223934680223465,0.21357211470603943,0.22361314296722412,0.23572102189064026,0.7451727390289307,0.7258512377738953,0.6885165572166443,0.6619592308998108,0.6573586463928223,0.5841981768608093,0.5929574966430664,0.6424810886383057,0.6527544260025024,0.5992382764816284,0.6168498396873474,0.668493390083313,0.6697403192520142,0.6241524815559387,0.6506094336509705,0.6933997869491577,0.6877922415733337,0.6520981788635254,0.6809002161026001,0.7134532928466797,0.7124088406562805,0.7451727390289307,0.7258512377738953,0.6885165572166443,0.6619592308998108,0.6573586463928223,0.5841981768608093,0.5929574966430664,0.6424810886383057,0.6527544260025024,0.5992382764816284,0.6168498396873474,0.668493390083313,0.6697403192520142,0.6241524815559387,0.6506094336509705,0.6933997869491577,0.6877922415733337,0.6520981788635254,0.6809002161026001,0.7134532928466797,0.7124088406562805,9,z,0
